timestamp,repo,stars,forks,watchers,open_issues,views_14d,unique_views_14d,clones_14d,unique_clones_14d,utm_clicks
2026-02-03T03:20:35.290974,agent-polis/safe-agent,0,0,0,0,0,0,0,0,0
